question,answer,movie_name
我 光 是 想到 就 臉紅 了,其實 那 是 烘焙 節目,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
其實 那 是 烘焙 節目,那 個 節目 跟 食物 有關 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
那 個 節目 跟 食物 有關 ？,對 ，   對,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
對 ，   對,誰 快點 打電話 給 布蘭登費雪 ， 這裡 接收到 了 魔法 電波,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
誰 快點 打電話 給 布蘭登費雪 ， 這裡 接收到 了 魔法 電波,很 酷 的 典故,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
很 酷 的 典故,妳 看 ， 這 位 是 布萊德 ， 他 的 中間 名 是 彼特,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 看 ， 這 位 是 布萊德 ， 他 的 中間 名 是 彼特,天啊 ，   他 是 我們 的 小 帥哥,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
天啊 ，   他 是 我們 的 小 帥哥,嗨 ，   嗨,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嗨 ，   嗨,這 位 是 珍妮佛安妮斯頓,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 位 是 珍妮佛安妮斯頓,開玩笑 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
開玩笑 的,果然 是 傑瑞米,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
果然 是 傑瑞米,那樣 是 不 是 會 很 誇張 ？ ， 妳 懂 的 ， 妳 是 娛樂圈 的 人,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
那樣 是 不 是 會 很 誇張 ？ ， 妳 懂 的 ， 妳 是 娛樂圈 的 人,妳 見 過 凱瑟蒂 了 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 見 過 凱瑟蒂 了 嗎 ？,應該 沒有 ， 我 叫 艾莉 ，   嗨 ， 真 是 幸會,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
應該 沒有 ， 我 叫 艾莉 ，   嗨 ， 真 是 幸會,抱歉 ， 我 得 去 廚房 幫忙 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
抱歉 ， 我 得 去 廚房 幫忙 了,嘿 ， 爸 ， 你 看 ，   我 在 看 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嘿 ， 爸 ， 你 看 ，   我 在 看 了,小心 那 個 壞 雪人 ，   叮叮,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
小心 那 個 壞 雪人 ，   叮叮,咚咚,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
咚咚,什麼 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
什麼 ？,這 是 我 的 音 ，   這 是 我 的 音,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 是 我 的 音 ，   這 是 我 的 音,太 棒 了 ，   不 協調 音,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
太 棒 了 ，   不 協調 音,太 棒 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
太 棒 了,在 你 說 任何 話 之前 ， 先 聽 我 說,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
在 你 說 任何 話 之前 ， 先 聽 我 說,我 也 不 知道 我 來 這裡 幹嘛,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 也 不 知道 我 來 這裡 幹嘛,我 想 也 是,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 想 也 是,但 我 很 高興 能 看到 ， 你 和尚恩 還 在 相互 依存,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 我 很 高興 能 看到 ， 你 和尚恩 還 在 相互 依存,是 啊 ，   你 真正 的 另一半 呢 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
是 啊 ，   你 真正 的 另一半 呢 ？,塔莉雅 有 來 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
塔莉雅 有 來 嗎 ？,這 個 嘛 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 個 嘛 …,謝謝 妳 提起 這 件 事 ，   不,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
謝謝 妳 提起 這 件 事 ，   不,沒 事 ， 沒關係 ，   天啊 ， 班尼,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
沒 事 ， 沒關係 ，   天啊 ， 班尼,我 沒 事 ， 她 過 得 很 好 ， 而且 這樣 也 好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 沒 事 ， 她 過 得 很 好 ， 而且 這樣 也 好,好 ， 各位 ，   喬喬 時間 到 了 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 各位 ，   喬喬 時間 到 了 嗎 ？,晚餐 好了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
晚餐 好了,是 自助餐 形式 ， 所以 請 大家 拿 盤子 到 後面 去,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
是 自助餐 形式 ， 所以 請 大家 拿 盤子 到 後面 去,喬喬 時間 到 了 ，   喬喬 時間 到 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
喬喬 時間 到 了 ，   喬喬 時間 到 了,你 又 不 確定 ，   我 確定,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
你 又 不 確定 ，   我 確定,才 怪 ，   我 確定 ， 我 很 確定,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
才 怪 ，   我 確定 ， 我 很 確定,嘿 ，   又 見面 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嘿 ，   又 見面 了,你 好 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
來 了 ！ ，   喬喬 時間,我 一定 要 說 幾 句 話,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 一定 要 說 幾 句 話,但是 說真的 ， 大家 能 齊聚一堂 真的 是 很 美好 的 事,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但是 說真的 ， 大家 能 齊聚一堂 真的 是 很 美好 的 事,親人 、 朋友 ， 其中 有 幾 位 還 很 久 沒 見到 面 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
親人 、 朋友 ， 其中 有 幾 位 還 很 久 沒 見到 面 了,我 真的 很 感恩,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 真的 很 感恩,感謝 新郎 和 新娘 給 了 我們 慶祝 的 理由,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
感謝 新郎 和 新娘 給 了 我們 慶祝 的 理由,各位,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
各位,我們 一起 舉杯 敬尚恩 和 凱瑟蒂,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 一起 舉杯 敬尚恩 和 凱瑟蒂,乾杯 ，   乾杯,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
乾杯 ，   乾杯,尚恩 和 凱瑟蒂,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
尚恩 和 凱瑟蒂,乾杯,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
乾杯,乾杯,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
喬 ， 我 真的 該 走 了,妳 從 剛 來 的 時候 就 一直 說 要 走 ， 妳 在 急 什麼 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 從 剛 來 的 時候 就 一直 說 要 走 ， 妳 在 急 什麼 ？,不得不 說,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不得不 說,我 有點 意外 今晚 會 見到 妳,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 有點 意外 今晚 會 見到 妳,畢竟 尚恩 在 你們 分手 後 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
畢竟 尚恩 在 你們 分手 後 …,沒 錯,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
沒 錯,但 我 很 高興 你們 能 和好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 我 很 高興 你們 能 和好,只不過 我 答應 了 ， 要 陪 我 媽 喝 睡 前 酒 ， 所以 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
只不過 我 答應 了 ， 要 陪 我 媽 喝 睡 前 酒 ， 所以 …,我 能 理解,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 能 理解,真 希望 我 能 獨自 占 有 妳,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
真 希望 我 能 獨自 占 有 妳,我 很 以 妳 為榮,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 很 以 妳 為榮,我們 的 小 電影 工作者 稱霸 好萊塢 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 的 小 電影 工作者 稱霸 好萊塢 了,等等,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
等等,妳 得 幫忙 拍 婚禮 影片,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 得 幫忙 拍 婚禮 影片,什麼 ？ ，  尚恩 和 小凱,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
什麼 ？ ，  尚恩 和 小凱,他們 說 婚禮 只 想 邀 親朋好友,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他們 說 婚禮 只 想 邀 親朋好友,所以 就 派 傑瑞米 負責 錄影,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
所以 就 派 傑瑞米 負責 錄影,但 現在 來 了 個 專業 人士 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 現在 來 了 個 專業 人士 …,我 覺得 不 太 好 ，   不 對 ， 妳 不 懂,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 覺得 不 太 好 ，   不 對 ， 妳 不 懂,傑瑞米 一直 說,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
傑瑞米 一直 說,要 把 婚禮 影片 拍成 ， 《 婚禮 終結 者 》 的 完全 複製版,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
要 把 婚禮 影片 拍成 ， 《 婚禮 終結 者 》 的 完全 複製版,他 想 叫 我 演 把 臉 埋 在 胸口 那 場 戲,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他 想 叫 我 演 把 臉 埋 在 胸口 那 場 戲,喬喬 ， 我 … 我 其實 沒有 受 邀,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
喬喬 ， 我 … 我 其實 沒有 受 邀,我 只是 剛好 回來,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 只是 剛好 回來,這 對 我們 所有人 來 說 都 是 很 棒 的 意外,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 對 我們 所有人 來 說 都 是 很 棒 的 意外,大家 明天 中午 都 會 到 河 邊 去,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
大家 明天 中午 都 會 到 河 邊 去,我 不 … ，   艾莉 ， 妳 是 我們 的 家人,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 不 … ，   艾莉 ， 妳 是 我們 的 家人,妳 不 出席 反而 很 奇怪,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 不 出席 反而 很 奇怪,好 吧,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 吧,晚安 ，   晚安,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉 ， 嘿 ， 等一下 ，   別 擔心,我 不會 去 參加 明天 的 活動,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 不會 去 參加 明天 的 活動,我 只是 不 知道 該 怎麼 跟 你 媽 說,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 只是 不 知道 該 怎麼 跟 你 媽 說,我 真的 很 抱歉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 真的 很 抱歉,我 覺得 好 糗,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 覺得 好 糗,不 對 ， 聽 著 ， 該 道歉 的 是 我 ， 好 嗎 ？ ， 我 應該 要 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 對 ， 聽 著 ， 該 道歉 的 是 我 ， 好 嗎 ？ ， 我 應該 要 …,我 應該 要 告訴 妳 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 應該 要 告訴 妳 的,對 ， 你 沒 提到 這 件 事 有點 奇怪,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
對 ， 你 沒 提到 這 件 事 有點 奇怪,我 知道 ， 我 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 知道 ， 我 …,完全 說不過去 ， 我 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
完全 說不過去 ， 我 …,我 很 抱歉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 很 抱歉,恭喜 你,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
要不要 喝 一 杯 ？,她 是 誰 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 是 誰 ？,她 幾 歲 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 幾 歲 ？,她 就 像 小寶寶 一樣 ， 他們 是 怎麼 認識 的 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 就 像 小寶寶 一樣 ， 他們 是 怎麼 認識 的 ？,Bumble 交友 軟體,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
Bumble 交友 軟體,Bumble 交友 軟體 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
Bumble 交友 軟體 ？,得 由 女生 主動 出擊 的 ， 那 個 軟體 ？ 當然 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
得 由 女生 主動 出擊 的 ， 那 個 軟體 ？ 當然 了,是 什麼 時候 發生 的 事 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
是 什麼 時候 發生 的 事 ？,一切 都 發生 得 很 快,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
一切 都 發生 得 很 快,他們 才 交往 六 個 月,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他們 才 交往 六 個 月,六 個 月 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
六 個 月 ？,那 女 的 真 飢渴,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
那 女 的 真 飢渴,好 吧 ， 別 這樣 說 她 ， 她 其實 很 酷,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 吧 ， 別 這樣 說 她 ， 她 其實 很 酷,我 想 也 是 ， 如果 你 喜歡 那 種 嬉皮 私生子,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 想 也 是 ， 如果 你 喜歡 那 種 嬉皮 私生子,我 不 穿 胸罩 也 不 在乎 你 怎麼 想 ， 那 種 人 的話,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 不 穿 胸罩 也 不 在乎 你 怎麼 想 ， 那 種 人 的話,隨便 啦 ， 我 已經 變 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
隨便 啦 ， 我 已經 變 了,天啊 ， 真的 好 丟臉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
天啊 ， 真的 好 丟臉,我 還 跟 他 說 我 的 人生 一團 糟,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 還 跟 他 說 我 的 人生 一團 糟,然後 還 親 了 他,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
然後 還 親 了 他,然後 還 出現 在 他 家,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
然後 還 出現 在 他 家,等等 ， 妳 親 了 他 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
等等 ， 妳 親 了 他 ？,什麼 時候 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
什麼 時候 ？,昨天 晚上,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
昨天 晚上,我們 展開 了 一 段 瘋狂 的 歷險 ， 還 聊天 聊到 天亮,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 展開 了 一 段 瘋狂 的 歷險 ， 還 聊天 聊到 天亮,我 還 以為 是 命中注定 之類 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 還 以為 是 命中注定 之類 的,天啊 ， 我 就 知道 事情 不 太 對勁,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
天啊 ， 我 就 知道 事情 不 太 對勁,什麼 意思 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
什麼 意思 ？,我 昨天 跟 尚恩 在一起 的 時候 ， 一起 看到 了 妳 回來 的 消息,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 昨天 跟 尚恩 在一起 的 時候 ， 一起 看到 了 妳 回來 的 消息,麥特諾蘭 上 傳 了 一 張 ， 妳 的 醜照 到 Instagram,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
麥特諾蘭 上 傳 了 一 張 ， 妳 的 醜照 到 Instagram,麥特諾蘭,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
麥特諾蘭,那 該死 的 法蘭絨 男,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
那 該死 的 法蘭絨 男,好 ， 等等 ， 然後 呢 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 等等 ， 然後 呢 ？,好 ， 我 當時 跟 尚恩 在一起,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 ， 我 當時 跟 尚恩 在一起,我們 本來 在 喝 酒,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 本來 在 喝 酒,他 就 突然 離開 ， 說 他 得 休息 之類 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他 就 突然 離開 ， 說 他 得 休息 之類 的,所以 他 是 特地 來 找 我 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
所以 他 是 特地 來 找 我 的,看 吧 ？ 我們 之間 還 有點 什麼,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
看 吧 ？ 我們 之間 還 有點 什麼,好 吧 ， 我 承認 這 有點 不 像 尚恩 的 作風,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
好 吧 ， 我 承認 這 有點 不 像 尚恩 的 作風,但 他 幾 天 後 就 要 結婚 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 他 幾 天 後 就 要 結婚 了,但 他 顯然 有所 遲疑 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 他 顯然 有所 遲疑 了,艾莉 ，   怎樣 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉 ，   怎樣 ？,已經 太 遲 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
麥特諾蘭 去 死 吧,妳 不 是 八年級 時 跟 他 接吻 過 嗎 ？ ，   據說 是,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 不 是 八年級 時 跟 他 接吻 過 嗎 ？ ，   據說 是,我 等 妳 等到 睏 了 ， 明天 再 喝 嗎 ？ ， 備註 ： 餅乾 裡 沒有 起司 ！,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 是 要 獻給 我 愛人 尚恩 的 歌,我 要 搬進 我們 家 ， 我 要 親 他 的 臉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 要 搬進 我們 家 ， 我 要 親 他 的 臉,我 要 緊緊 抱 著 他 ， 直到 永遠,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 要 緊緊 抱 著 他 ， 直到 永遠,因為 我 還是 會 小 鹿 亂 撞,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
因為 我 還是 會 小 鹿 亂 撞,除了 他 吃 青花菜 放屁 時 之外,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
除了 他 吃 青花菜 放屁 時 之外,我 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 嗎 ？,他 是 我 的 真 命 天子,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
他 是 我 的 真 命 天子,這 是 要 獻給 我 愛人 尚恩 的 歌,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 是 要 獻給 我 愛人 尚恩 的 歌,她 是 我 的 真命天女,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 是 我 的 真命天女,她 是 我 的 真命天女,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 是 我 的 真命天女,我的天啊 ， 他 的 歌聲 真 美妙,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我的天啊 ， 他 的 歌聲 真 美妙,嘿 ， 妳 打亂 了 我 的 調調 ， 知道 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嘿 ， 妳 打亂 了 我 的 調調 ， 知道 嗎 ？,她 是 我 的 真命天女,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
她 是 我 的 真命天女,艾莉 是 我 的 飛盤,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉 是 我 的 飛盤,不 ， 我 要 丟給 你 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 ， 我 要 丟給 你 了,不 ， 寶貝,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 ， 寶貝,你 還好 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
咚咚,我 以為 我 再 也 不會 見到 妳 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 以為 我 再 也 不會 見到 妳 了,驚喜,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
驚喜,所以 現在 是 怎麼 回 事 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
所以 現在 是 怎麼 回 事 ？,我 仔細 想 過 了 你 昨晚 說 的 那些 話,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 仔細 想 過 了 你 昨晚 說 的 那些 話,還 有 很多 事,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
還 有 很多 事,我 決定 要 堅持 到底,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 決定 要 堅持 到底,無論 這 算 什麼,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
無論 這 算 什麼,妳 是 指 妳 和 尚恩 之間 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 是 指 妳 和 尚恩 之間 嗎 ？,對,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
對,妳 和 新郎 之間 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 和 新郎 之間 嗎 ？,我們 可以 叫 他 的 名字 就 好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 可以 叫 他 的 名字 就 好,所以 妳 要 幹嘛 ？ ， 妳 要 到 婚禮 現場 鬧場 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
所以 妳 要 幹嘛 ？ ， 妳 要 到 婚禮 現場 鬧場 嗎 ？,喬喬 叫 我 幫忙 拍攝 婚禮 影片,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
喬喬 叫 我 幫忙 拍攝 婚禮 影片,所以 嚴格 來 說 ， 我 已經 是 婚禮 的 一 部分 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
所以 嚴格 來 說 ， 我 已經 是 婚禮 的 一 部分 了,妳 到底 以為 會 發生 什麼 事 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 到底 以為 會 發生 什麼 事 ？,妳 的 計畫 是 什麼 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 的 計畫 是 什麼 ？,我 不 知道,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 不 知道,我 不 知道,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 不 知道,但 我 很 抱歉 ， 我 沒辦法 就 這樣 走掉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
但 我 很 抱歉 ， 我 沒辦法 就 這樣 走掉,妳 現在 已經 在 走 了 ， 只要 換 個 方向 走 就 好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 現在 已經 在 走 了 ， 只要 換 個 方向 走 就 好,嘿 ， 需要 幫忙 嗎 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嘿 ， 需要 幫忙 嗎 ？,妳 怎麼 會 來 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 怎麼 會 來 ？,我 是 為 了 你 而 來 的,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 是 為 了 你 而 來 的,艾莉 ， 我 … ，   嗨,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉 ， 我 … ，   嗨,妳 還 在,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 還 在,嘿 ， 是 啊 ，   嘿,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嘿 ， 是 啊 ，   嘿,喬喬 請 我 接手 錄影 的 事 ， 其實 是 逼 我 接手,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
喬喬 請 我 接手 錄影 的 事 ， 其實 是 逼 我 接手,妳 也 知道 她 的 個性,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
妳 也 知道 她 的 個性,說到 這 個 ， 我 或許 該 直接 開始 錄 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
說到 這 個 ， 我 或許 該 直接 開始 錄 了,不 ， 我們 … ，   不 ， 拜託,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
不 ， 我們 … ，   不 ， 拜託,沒關係 ， 好 ， 告訴 我 ， 你們 對 這 個 重要 的 週末 有 什麼 感覺 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
沒關係 ， 好 ， 告訴 我 ， 你們 對 這 個 重要 的 週末 有 什麼 感覺 ？,我 覺得 …,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 覺得 …,我們 好像 成 了 妳 的 新 實境 節目 主角,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 好像 成 了 妳 的 新 實境 節目 主角,抱歉,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
抱歉,希望 妳 不會 介意,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
希望 妳 不會 介意,這 週末 是 以 你們 為主,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
這 週末 是 以 你們 為主,我 只是 想 幫忙 紀錄 這 個 時刻,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我 只是 想 幫忙 紀錄 這 個 時刻,當然 ， 人 越 多 越 好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
當然 ， 人 越 多 越 好,我們 該 弄 這些 游泳圈 了 ，   好,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 該 弄 這些 游泳圈 了 ，   好,準備 一下 ，   來 吧,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
準備 一下 ，   來 吧,沒 問題 ，   當然,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
沒 問題 ，   當然,艾莉 ？,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
艾莉 ？,我的 天啊 ， 艾文 ！,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我的 天啊 ， 艾文 ！,嗨,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
嗨,我們 好像 畢業 後 就 沒 見 過 面 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
我們 好像 畢業 後 就 沒 見 過 面 了,天啊 ， 大家 都 有 小孩 了,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
天啊 ， 大家 都 有 小孩 了,待 會見,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
待 會見,好 ， 我們 多 了 一 位 客人,Somebody.I.Used.To.Know.2023.WEBRip.x264ION10
